id_ci,id_delito,id_vicf,id_tv,id_tpm,sexo,genero,pob,disc,fha_nac,edad,nacional,usuario_envio,fecha_envio
TOL/HTH/02/MPI/443/01032/26/05,443,1,1,6,2,2,4,4,,32,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01033/26/05,443,1,1,6,1,1,4,4,,23,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01034/26/05,443,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01035/26/05,443,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01038/26/05,443,1,1,6,1,1,4,4,,63,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01040/26/05,443,1,1,6,2,2,4,4,,19,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01040/26/05,443,2,1,6,2,2,4,4,,51,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01055/26/05,443,1,1,6,2,2,4,4,,23,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01056/26/05,443,1,1,6,1,1,4,4,,37,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01057/26/05,443,1,1,6,1,1,4,4,,19,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01083/26/05,443,1,1,6,1,1,4,4,,60,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01084/26/05,443,1,1,6,2,2,4,4,,25,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01087/26/05,443,1,1,6,1,1,4,4,,55,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01089/26/05,443,1,1,6,1,1,4,4,,30,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01090/26/05,443,1,1,6,1,1,4,4,,58,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01091/26/05,443,1,1,6,2,2,4,4,,71,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01092/26/05,443,1,1,6,2,2,4,4,,65,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01116/26/05,443,1,1,6,1,1,4,4,,23,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01118/26/05,443,1,1,6,1,1,4,4,,17,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01136/26/05,443,1,1,6,2,2,4,4,,40,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01138/26/05,443,1,1,6,1,1,4,4,,52,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01177/26/05,443,1,1,6,1,1,4,4,,42,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01178/26/05,443,1,1,6,1,1,4,4,,42,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01179/26/05,443,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01180/26/05,443,1,1,6,1,1,4,4,,7,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01181/26/05,443,1,1,6,1,1,4,4,,26,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01182/26/05,443,1,1,6,1,1,4,4,,53,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01183/26/05,443,1,1,6,1,1,4,4,,41,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01185/26/05,443,1,1,6,2,2,4,4,,40,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01186/26/05,443,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01187/26/05,443,1,1,6,1,1,4,4,,16,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01188/26/05,443,1,1,6,1,1,4,4,,43,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01189/26/05,443,1,1,6,1,1,4,4,,43,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01190/26/05,443,1,1,6,1,1,4,4,,66,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01191/26/05,443,1,1,6,2,2,4,4,,6,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01192/26/05,443,1,1,6,1,1,4,4,,43,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01194/26/05,443,1,1,6,1,1,4,4,,43,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01220/26/05,443,1,1,6,1,1,4,4,,39,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01220/26/05,443,2,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01221/26/05,443,1,1,6,1,1,4,4,,21,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01222/26/05,443,1,1,6,2,2,4,4,,18,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01224/26/05,443,1,1,6,1,1,4,4,,28,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01225/26/05,443,1,1,6,1,1,4,4,,18,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01227/26/05,443,1,1,6,2,2,4,4,,29,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01228/26/05,443,1,1,6,1,1,4,4,,18,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01228/26/05,443,2,1,6,2,2,4,4,,53,73,MEXX25052300,2026-06-04
TOL/HTH/02/MPI/443/01229/26/05,443,1,1,6,2,2,4,4,,6,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/066/01012/26/05,184,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/126/01018/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/126/01047/26/05,126,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/126/01107/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/126/01149/26/05,126,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/126/01195/26/05,126,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/126/01198/26/05,126,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/126/01199/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01016/26/05,400,1,1,6,1,1,4,4,,30,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01045/26/05,400,1,1,6,1,1,4,4,,80,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01046/26/05,400,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01105/26/05,400,1,1,6,2,2,4,4,,30,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01106/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01127/26/05,400,1,1,6,1,1,4,4,,50,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01143/26/05,400,1,1,6,2,2,4,4,,35,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01143/26/05,443,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/400/01166/26/05,400,1,1,6,1,1,4,4,,66,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/00971/26/05,443,1,1,6,1,1,4,4,,27,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/00972/26/05,443,1,1,6,1,1,4,4,,30,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/00974/26/05,443,1,1,6,2,2,4,4,,20,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/00975/26/05,443,1,1,6,2,2,4,4,,15,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/00990/26/05,443,1,1,6,1,1,4,4,,15,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/00992/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/00993/26/05,443,1,1,6,1,1,4,4,,46,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/00994/26/05,443,1,1,6,2,2,4,4,,35,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01013/26/05,443,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01014/26/05,443,1,1,6,2,2,4,4,,36,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01015/26/05,443,1,1,6,1,1,4,4,,13,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01017/26/05,443,1,1,6,1,1,4,4,,20,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01019/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01042/26/05,443,1,1,6,2,2,4,4,,43,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01043/26/05,443,1,1,6,2,2,4,4,,52,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01044/26/05,443,1,1,6,1,1,4,4,,49,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01061/26/05,443,1,1,6,1,1,4,4,,67,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01062/26/05,443,1,1,6,1,1,4,4,,42,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01063/26/05,443,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01064/26/05,443,1,1,6,1,1,4,4,,28,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01065/26/05,443,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01066/26/05,443,1,1,6,1,1,4,4,,21,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01067/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01068/26/05,443,1,1,6,1,1,4,4,,37,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01069/26/05,443,1,1,6,1,1,4,4,,19,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01094/26/05,443,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01095/26/05,443,1,1,6,1,1,4,4,,54,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01096/26/05,443,1,1,6,1,1,4,4,,28,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01097/26/05,443,1,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01098/26/05,443,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01100/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01101/26/05,443,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01102/26/05,443,1,1,6,1,1,4,4,,22,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01104/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01120/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01121/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01122/26/05,443,1,1,6,2,2,4,4,,59,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01123/26/05,443,1,1,6,1,1,4,4,,53,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01124/26/05,443,1,1,6,1,1,4,4,,57,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01125/26/05,443,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01126/26/05,443,1,1,6,1,1,4,4,,3,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01144/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01145/26/05,443,1,1,6,1,1,4,4,,30,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01146/26/05,443,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01146/26/05,443,2,1,6,1,1,4,4,,2,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01150/26/05,443,1,1,6,2,2,4,4,,80,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01150/26/05,443,2,1,6,2,2,4,4,,56,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01161/26/05,443,1,1,6,1,1,4,4,,38,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01163/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01165/26/05,443,1,1,6,1,1,4,4,,17,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01167/26/05,443,1,1,6,1,1,4,4,,20,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01168/26/05,443,1,1,6,2,2,4,4,,49,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01197/26/05,443,1,1,6,1,1,4,4,,25,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01200/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01201/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01202/26/05,443,1,1,6,1,1,4,4,,16,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01203/26/05,443,1,1,6,1,1,4,4,,38,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01205/26/05,443,1,1,6,2,2,4,4,,44,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01206/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/HTH/03/MPI/443/01207/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/009/00548/26/05,9,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/009/00587/26/05,9,1,1,6,1,1,4,4,,30,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/067/00563/26/05,67,1,3,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/1049/00536/26/05,1049,1,4,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00502/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00537/26/05,126,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00546/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00549/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00554/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00565/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00594/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00603/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00614/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/126/00623/26/05,126,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/134/00593/26/05,173,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/134/00611/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/134/00612/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/172/00495/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/172/00524/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/172/00595/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/172/00609/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/172/00620/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/172/00635/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00505/26/05,204,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00520/26/05,9,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00523/26/05,9,1,1,6,1,1,4,4,,50,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00525/26/05,184,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00560/26/05,443,1,1,6,1,1,4,4,,34,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00599/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00632/26/05,184,1,1,6,1,1,4,4,,27,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00639/26/05,184,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/184/00644/26/05,184,1,1,6,2,2,4,4,,44,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/204/00533/26/05,204,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/204/00610/26/05,204,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/204/00629/26/05,204,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/204/00643/26/05,204,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/204/00649/26/05,204,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/218/00542/26/05,218,1,1,6,1,1,4,4,,40,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/395/00591/26/05,395,1,1,6,1,1,4,4,,64,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/395/00637/26/05,395,1,1,6,1,1,4,4,,62,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/400/00500/26/05,400,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/400/00501/26/05,400,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/400/00646/26/05,400,1,1,6,1,1,4,4,,19,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/414/00576/26/05,414,1,1,6,2,2,4,4,,28,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00519/26/05,443,1,1,6,2,2,4,4,,50,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00521/26/05,443,1,1,6,1,1,4,4,,30,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00526/26/05,443,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00534/26/05,443,1,1,6,1,1,4,4,,59,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00545/26/05,443,1,1,6,2,2,4,4,,65,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00552/26/05,443,1,1,6,2,2,4,4,,51,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00555/26/05,443,1,1,6,2,2,4,4,,32,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00559/26/05,443,1,1,6,2,2,4,4,,47,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00562/26/05,443,1,1,6,2,2,4,4,,34,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00573/26/05,443,1,1,6,2,2,4,4,,65,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00579/26/05,443,1,1,6,2,2,4,4,,60,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00582/26/05,443,1,1,6,2,2,4,4,,40,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00585/26/05,443,1,1,6,2,2,4,4,,27,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00592/26/05,443,1,1,6,1,1,4,4,,33,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00597/26/05,443,1,1,6,1,1,4,4,,21,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00618/26/05,443,1,1,6,1,1,4,4,,62,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00619/26/05,443,1,1,6,2,2,4,4,,34,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00627/26/05,443,1,1,6,2,2,4,4,,27,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00633/26/05,443,1,1,6,2,2,4,4,,30,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00638/26/05,126,2,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00638/26/05,443,1,1,6,1,1,4,4,,41,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/443/00645/26/05,443,1,1,6,2,2,4,4,,28,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/514/00506/26/05,514,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/514/00547/26/05,514,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/514/00648/26/05,514,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/514/00650/26/05,514,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/610/00550/26/05,636,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/610/00575/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/610/00581/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/610/00634/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/610/00651/26/05,636,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/619/00518/26/05,1052,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/619/00561/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/619/00600/26/05,625,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/619/00622/26/05,625,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/633/00598/26/05,633,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/636/00617/26/05,631,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/636/00624/26/05,636,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/00/MPI/636/00636/26/05,636,1,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/01/MPI/1049/00625/26/05,1049,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/076/00517/26/05,76,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/126/00514/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/126/00557/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/126/00630/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/172/00512/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/172/00515/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/172/00538/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/172/00588/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/172/00605/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/172/00628/26/05,172,1,4,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/184/00568/26/05,184,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/184/00569/26/05,184,1,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/400/00631/26/05,400,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/400/00631/26/05,443,2,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/400/00631/26/05,443,3,1,6,2,2,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/400/00631/26/05,443,4,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/443/00540/26/05,443,1,1,6,2,2,4,4,,73,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/443/00567/26/05,443,1,1,6,1,1,4,4,,32,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/443/00570/26/05,1052,2,1,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/443/00570/26/05,443,1,1,6,1,1,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/443/00571/26/05,443,1,1,6,1,1,4,4,,19,73,MEXX25052300,2026-06-04
TOL/LER/02/MPI/514/00499/26/05,514,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/03/MPI/009/00528/26/05,9,1,1,6,2,2,4,4,,33,73,MEXX25052300,2026-06-04
TOL/LER/03/MPI/046/00516/26/05,46,1,1,6,1,1,4,4,,35,73,MEXX25052300,2026-06-04
TOL/LER/03/MPI/067/00584/26/05,67,1,3,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/03/MPI/1054/00640/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/03/MPI/1054/00642/26/05,636,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/03/MPI/126/00513/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
TOL/LER/03/MPI/126/00641/26/05,126,1,4,6,3,3,4,4,,999,73,MEXX25052300,2026-06-04
